0,998
1,1023
2,999
3,950
4,1064
5,1021
6,1029
7,981
8,999
9,999
10,1000
11,957
12,1066
13,966
14,963
15,993
16,1060
17,965
18,1057
19,968
20,1084
21,1005
22,1045
23,979
24,1027
25,997
26,971
27,947
28,1037
29,1015
30,960
31,1007
32,999
33,1001
34,1001
35,955
36,985
37,1038
38,1036
39,988
40,996
41,991
42,1011
43,988
44,1043
45,968
46,996
47,973
48,1011
49,995
50,992
51,1007
52,1011
53,999
54,976
55,964
56,1015
57,994
58,997
59,999
60,953
61,1062
62,983
63,1025
64,914
65,1036
66,1034
67,1036
68,1008
69,1062
70,917
71,999
72,1025
73,1056
74,977
75,1030
76,1034
77,1005
78,920
79,992
80,1052
81,1017
82,1050
83,961
84,1070
85,1075
86,1019
87,1019
88,996
89,968
90,1005
91,1002
92,1030
93,1024
94,996
95,1069
96,965
97,1016
98,997
99,1015
100,1014
101,978
102,991
103,965
104,1047
105,973
106,994
107,1026
108,1049
109,948
110,979
111,978
112,1007
113,956
114,982
115,986
116,1006
117,982
118,1002
119,953
120,985
121,1010
122,1025
123,989
124,975
125,1016
126,984
127,996
128,999
129,949
130,969
131,1061
132,995
133,975
134,1078
135,1018
136,1055
137,957
138,991
139,969
140,1018
141,1033
142,1038
143,1028
144,1026
145,1008
146,1010
147,988
148,1035
149,1018
150,945
151,1010
152,968
153,974
154,1037
155,979
156,993
157,951
158,1021
159,1050
160,1008
161,1065
162,984
163,995
164,1070
165,1044
166,1063
167,968
168,977
169,1017
170,1004
171,935
172,971
173,1007
174,989
175,1033
176,982
177,997
178,978
179,1027
180,1034
181,992
182,964
183,1001
184,1022
185,1064
186,1027
187,999
188,985
189,1006
190,1009
191,992
192,947
193,974
194,952
195,1014
196,1010
197,980
198,952
199,1031
200,1015
201,969
202,1050
203,988
204,1003
205,988
206,982
207,1020
208,1004
209,972
210,964
211,1009
212,1025
213,973
214,962
215,1071
216,996
217,1000
218,1040
219,950
220,1001
221,981
222,986
223,991
224,971
225,1064
226,959
227,974
228,956
229,991
230,974
231,1090
232,979
233,1038
234,1012
235,990
236,1031
237,973
238,982
239,988
240,992
241,1044
242,985
243,951
244,1021
245,1075
246,993
247,990
248,972
249,968
250,1014
251,956
252,997
253,1011
254,953
255,1016
256,1020
257,992
258,983
259,983
260,974
261,988
262,989
263,1018
264,1079
265,960
266,967
267,1011
268,996
269,1014
270,1029
271,1013
272,1055
273,1031
274,1005
275,1033
276,993
277,932
278,974
279,1018
280,938
281,1011
282,1027
283,1020
284,999
285,1003
286,1014
287,974
288,983
289,1003
290,944
291,976
292,1054
293,1055
294,979
295,982
296,1003
297,986
298,981
299,1033
300,982
301,1010
302,1007
303,1003
304,1025
305,989
306,1026
307,1046
308,1010
309,1021
310,1006
311,1036
312,1000
313,1045
314,920
315,1039
316,971
317,1007
318,977
319,1034
320,1021
321,1001
322,959
323,965
324,1001
325,1014
326,976
327,1015
328,987
329,1029
330,1056
331,1037
332,963
333,1013
334,1020
335,988
336,1035
337,994
338,987
339,1024
340,998
341,1057
342,973
343,1043
344,1033
345,973
346,986
347,969
348,991
349,982
350,1012
351,988
352,1017
353,956
354,975
355,976
356,980
357,911
358,1033
359,992
360,956
361,994
362,991
363,1023
364,974
365,963
366,991
367,991
368,997
369,1012
370,956
371,1015
372,1062
373,1021
374,940
375,1032
376,997
377,1039
378,933
379,969
380,953
381,1067
382,962
383,999
384,958
385,1019
386,1018
387,986
388,990
389,995
390,983
391,1014
392,965
393,987
394,1024
395,1017
396,973
397,971
398,961
399,1016
400,989
401,968
402,956
403,1051
404,977
405,1032
406,1049
407,1035
408,1066
409,1000
410,950
411,986
412,989
413,1059
414,1056
415,991
416,1076
417,951
418,1028
419,985
420,979
421,1026
422,1003
423,967
424,991
425,1019
426,995
427,1027
428,991
429,977
430,1028
431,997
432,1021
433,1012
434,995
435,952
436,980
437,1011
438,965
439,996
440,989
441,1088
442,998
443,997
444,996
445,996
446,1022
447,961
448,964
449,1012
450,1041
451,954
452,962
453,1042
454,987
455,954
456,997
457,986
458,1034
459,996
460,981
461,969
462,1012
463,992
464,1000
465,1016
466,968
467,999
468,976
469,925
470,909
471,1047
472,984
473,1008
474,1001
475,1028
476,1016
477,988
478,1017
479,1006
480,996
481,1005
482,1002
483,971
484,978
485,989
486,1041
487,1010
488,982
489,995
490,1039
491,987
492,1019
493,1037
494,961
495,1030
496,991
497,1039
498,999
499,990
500,1010
501,996
502,999
503,1020
504,989
505,1019
506,984
507,962
508,1035
509,1007
510,1052
511,1025
512,1029
513,996
514,959
515,984
516,974
517,951
518,999
519,993
520,949
521,989
522,1004
523,1048
524,984
525,1017
526,1019
527,1029
528,1025
529,1019
530,973
531,976
532,1024
533,932
534,948
535,1064
536,988
537,1002
538,982
539,1038
540,1051
541,1033
542,1035
543,1006
544,1015
545,946
546,1020
547,950
548,991
549,1040
550,1012
551,986
552,989
553,1015
554,950
555,961
556,1026
557,979
558,1018
559,1021
560,1068
561,1001
562,994
563,1046
564,990
565,968
566,949
567,1037
568,984
569,982
570,962
571,1006
572,1050
573,935
574,1017
575,988
576,1034
577,955
578,1039
579,1014
580,1000
581,1024
582,1034
583,1034
584,938
585,1003
586,949
587,1013
588,1024
589,994
590,1032
591,937
592,995
593,943
594,958
595,1005
596,1006
597,1021
598,1024
599,988
600,1060
601,985
602,1018
603,965
604,1069
605,998
606,1057
607,997
608,1011
609,971
610,968
611,996
612,1054
613,967
614,973
615,1022
616,987
617,1052
618,1016
619,999
620,993
621,993
622,1028
623,969
624,977
625,976
626,968
627,1009
628,997
629,1049
630,1008
631,1042
632,1041
633,1023
634,931
635,917
636,1012
637,975
638,987
639,1035
640,957
641,919
642,985
643,973
644,1043
645,1039
646,982
647,984
648,983
649,990
650,955
651,1076
652,1004
653,998
654,1035
655,953
656,965
657,993
658,973
659,1036
660,1034
661,1024
662,956
663,1010
664,1014
665,982
666,1017
667,989
668,1038
669,985
670,1024
671,1010
672,1002
673,980
674,997
675,990
676,972
677,995
678,998
679,1013
680,989
681,1051
682,995
683,978
684,1011
685,1008
686,1029
687,1002
688,1017
689,1040
690,1066
691,1064
692,1028
693,950
694,990
695,936
696,1033
697,1021
698,1025
699,981
700,977
701,969
702,1036
703,1020
704,1002
705,969
706,911
707,1041
708,983
709,960
710,1010
711,1017
712,970
713,995
714,1013
715,1004
716,1016
717,1002
718,964
719,1024
720,981
721,1017
722,982
723,1020
724,1002
725,965
726,961
727,967
728,1004
729,975
730,1000
731,1020
732,1022
733,1013
734,1000
735,976
736,967
737,966
738,982
739,1019
740,1022
741,1040
742,997
743,1022
744,1034
745,1033
746,1007
747,994
748,950
749,1006
750,994
751,1023
752,1009
753,967
754,982
755,1001
756,1014
757,1064
758,1007
759,983
760,1016
761,1013
762,958
763,1022
764,965
765,1017
766,1029
767,987
768,1019
769,997
770,1006
771,1035
772,1040
773,995
774,995
775,984
776,1001
777,1038
778,1014
779,973
780,1020
781,1008
782,1021
783,948
784,1011
785,1000
786,946
787,990
788,1044
789,939
790,1009
791,1034
792,985
793,1119
794,1005
795,972
796,948
797,997
798,1012
799,1062
800,1002
801,981
802,956
803,1028
804,993
805,964
806,1047
807,994
808,998
809,1003
810,985
811,989
812,1042
813,1012
814,968
815,1007
816,994
817,967
818,995
819,979
820,1041
821,1003
822,990
823,995
824,1029
825,961
826,1061
827,994
828,943
829,984
830,1002
831,992
832,1044
833,978
834,1008
835,980
836,1021
837,934
838,995
839,1022
840,990
841,982
842,994
843,987
844,970
845,1013
846,1000
847,951
848,971
849,1021
850,980
851,1009
852,1032
853,1024
854,994
855,1005
856,1061
857,1000
858,996
859,1041
860,951
861,966
862,1001
863,965
864,1000
865,973
866,1013
867,978
868,1010
869,1030
870,989
871,1004
872,1001
873,981
874,1026
875,978
876,1007
877,983
878,1029
879,1064
880,1002
881,973
882,1027
883,1018
884,972
885,992
886,1012
887,980
888,1015
889,1045
890,1020
891,1041
892,1044
893,1012
894,995
895,963
896,1030
897,990
898,990
899,965
900,1051
901,1012
902,1026
903,969
904,955
905,991
906,1018
907,984
908,975
909,951
910,1011
911,994
912,964
913,1001
914,982
915,956
916,931
917,982
918,1025
919,969
920,943
921,1027
922,1028
923,998
924,1046
925,1023
926,987
927,971
928,1027
929,1007
930,974
931,965
932,999
933,1034
934,989
935,1023
936,985
937,1045
938,1047
939,931
940,959
941,998
942,1011
943,1021
944,996
945,931
946,985
947,1047
948,937
949,955
950,1038
951,979
952,988
953,1018
954,987
955,983
956,969
957,1020
958,987
959,969
960,1025
961,1035
962,970
963,992
964,1017
965,999
966,959
967,1005
968,995
969,1030
970,1030
971,1009
972,1009
973,1023
974,1028
975,956
976,976
977,1029
978,955
979,987
980,1037
981,1005
982,959
983,1044
984,1019
985,1054
986,995
987,1016
988,990
989,903
990,997
991,1047
992,1021
993,1010
994,992
995,1065
996,985
997,968
998,1020
999,967
